age,nationality,current_residence,marital_status,dependents,education_level,occupation,work_experience_years,sponsorship_status,financial_status,language_proficiency,purpose_of_travel,intended_duration,travel_history,target_country,visa_category (Label),previous_visa_rejections,criminal_record_check,medical_exam_status,document_completeness_score,visa_fee_payment_status,processing_time_days
46.0,Kenya,Honduras,Married,1.0,Bachelor,Sales,3.0,Unknown,High,TOEFL 79,PR,30,Previous Visa,US,PR,2,Clear,Passed,98,Paid,48
63.0,Indonesia,Algeria,Married,5.0,Bachelor,Technician,29.0,Unknown,High,IELTS 5.5,Tourism,30,Clean,US,Visitor,0,Clear,Passed,96,Paid,49
52.0,Greece,Philippines,Married,5.0,High School,Accountant,4.0,Family Sponsor,High,Unknown,Family,30,Clean,US,Family,0,Clear,Passed,88,Paid,40
60.0,Germany,Denmark,Married,2.0,Bachelor,Driver,35.0,Job Offer,High,Unknown,Study,365,Previous Visa,US,Student,0,Clear,Passed,60,Paid,68
52.0,Turkey,Singapore,Single,1.0,High School,Engineer,10.0,Job Offer,Low,IELTS 6.5,Work,730,Clean,Canada,Work,0,Clear,Passed,68,Paid,70
18.0,UK,Portugal,Married,3.0,Bachelor,Sales,14.0,Job Offer,Medium,TOEFL 114,Special,30,Clean,Germany,Special,0,Clear,Passed,84,Paid,41
34.0,Malaysia,South Korea,Single,3.0,High School,Sales,33.0,Unknown,High,TOEFL 93,Family,30,Clean,Australia,Family,2,Clear,Passed,86,Paid,58
61.0,Oman,Thailand,Single,1.0,High School,Engineer,16.0,University Admission,High,TOEFL 108,Tourism,30,Clean,Australia,Visitor,0,Clear,Pending,69,Paid,47
51.0,UAE,Guatemala,Single,4.0,Master,Designer,27.0,Job Offer,High,TOEFL 62,Work,730,Clean,UK,Work,0,Clear,Passed,94,Paid,67
55.0,Poland,Singapore,Married,0.0,Bachelor,Sales,30.0,Unknown,Medium,IELTS 7.5,Work,730,Clean,Germany,Work,2,Clear,Passed,72,Paid,88
32.0,China,Algeria,Single,3.0,High School,Student,35.0,Job Offer,Low,TOEFL 81,Family,30,Clean,Canada,Family,1,Clear,Passed,63,Paid,56
40.0,China,Saudi Arabia,Single,4.0,Master,Accountant,35.0,Unknown,Medium,IELTS 7.0,Tourism,30,Previous Visa,Australia,Visitor,2,Clear,Passed,77,Paid,66
22.0,US,Morocco,Married,5.0,Bachelor,Driver,0.0,Unknown,Medium,IELTS 7.0,Work,730,Clean,Canada,Work,2,Clear,Passed,79,Paid,88
58.0,Turkey,UK,Married,3.0,Bachelor,Nurse,23.0,Job Offer,Low,TOEFL 62,Tourism,30,Clean,Australia,Visitor,1,Clear,Passed,84,Paid,58
56.0,Norway,Morocco,Married,1.0,Bachelor,Driver,22.0,University Admission,High,TOEFL 101,Work,730,Previous Visa,US,Work,0,Clear,Passed,70,Pending,78
47.0,Kuwait,Morocco,Single,4.0,Master,Sales,3.0,University Admission,Low,IELTS 6.5,Tourism,30,Clean,UK,Visitor,3,Clear,Passed,80,Paid,68
41.0,Norway,Canada,Single,3.0,Bachelor,Driver,20.0,Family Sponsor,Medium,IELTS 5.5,Tourism,30,Clean,Germany,Visitor,0,Clear,Passed,78,Paid,52
61.0,Qatar,Malaysia,Single,5.0,Master,Farmer,39.0,Job Offer,Medium,Unknown,Family,30,Clean,Canada,Family,0,Clear,Passed,88,Paid,38
49.0,India,UK,Married,0.0,Master,Analyst,3.0,University Admission,Low,TOEFL 72,Special,30,Clean,Canada,Special,1,Clear,Passed,90,Paid,50
35.0,France,UK,Divorced,5.0,High School,Nurse,0.0,Family Sponsor,Medium,Unknown,Work,730,Rejected,US,Work,0,Clear,Passed,66,Paid,73
49.0,Sweden,Ireland,Married,5.0,Bachelor,Student,32.0,Family Sponsor,Medium,IELTS 6.5,PR,30,Clean,Canada,PR,0,Clear,Passed,74,Paid,45
42.0,Austria,Peru,Single,3.0,Bachelor,Teacher,27.0,Job Offer,Low,TOEFL 73,Work,730,Clean,Australia,Work,0,Clear,Pending,82,Paid,77
37.0,Nepal,South Korea,Single,0.0,High School,Technician,19.0,Family Sponsor,Low,TOEFL 67,Family,30,Clean,US,Family,0,Clear,Passed,67,Paid,47
39.0,Germany,Turkey,Single,5.0,High School,Nurse,34.0,Unknown,Low,IELTS 8.5,Study,365,Clean,US,Student,0,Clear,Passed,86,Paid,67
55.0,Algeria,South Africa,Married,2.0,Bachelor,Chef,19.0,Unknown,Medium,TOEFL 91,Study,365,Clean,US,Student,1,Clear,Pending,72,Paid,78
46.0,India,Japan,Single,1.0,High School,Farmer,9.0,University Admission,High,IELTS 8.5,Study,365,Previous Visa,UK,Student,0,Clear,Passed,63,Paid,74
37.0,Tunisia,Portugal,Married,3.0,Bachelor,Doctor,15.0,Job Offer,Medium,IELTS 5.5,Tourism,30,Previous Visa,Germany,Visitor,1,Clear,Passed,80,Pending,62
44.0,Australia,Nepal,Single,3.0,High School,Sales,37.0,Family Sponsor,Medium,IELTS 8.5,Study,365,Previous Visa,Canada,Student,0,Clear,Passed,77,Paid,71
37.0,Philippines,Saudi Arabia,Single,3.0,Master,Engineer,11.0,Family Sponsor,High,Unknown,Work,730,Clean,Australia,Work,0,Clear,Passed,96,Paid,69
63.0,Ireland,Malaysia,Widowed,3.0,Master,Designer,6.0,Job Offer,Medium,IELTS 8.5,Tourism,30,Clean,Australia,Visitor,1,Clear,Passed,61,Waived,59
23.0,Chile,Ethiopia,Married,3.0,Master,Doctor,35.0,Family Sponsor,High,IELTS 5.0,Work,730,Clean,UK,Work,0,Clear,Passed,70,Paid,73
41.0,Uruguay,Netherlands,Married,1.0,Master,Sales,39.0,Family Sponsor,Low,TOEFL 101,PR,30,Clean,Australia,PR,0,Clear,Passed,98,Paid,36
33.0,Ethiopia,Ghana,Single,3.0,High School,Developer,24.0,Family Sponsor,Low,IELTS 7.5,Family,30,Clean,Germany,Family,0,Clear,Passed,63,Paid,40
51.0,Switzerland,Morocco,Single,2.0,Bachelor,Manager,26.0,University Admission,Medium,TOEFL 115,Work,730,Previous Visa,Australia,Work,0,Clear,Passed,75,Paid,73
24.0,India,UK,Married,3.0,Bachelor,Technician,1.0,Unknown,High,Unknown,Work,730,Previous Visa,US,Work,0,Clear,Passed,86,Pending,68
62.0,Thailand,Kuwait,Single,2.0,Bachelor,Chef,7.0,University Admission,High,TOEFL 76,Study,365,Previous Visa,US,Student,0,Clear,Passed,64,Paid,72
26.0,Norway,Switzerland,Single,3.0,Bachelor,Designer,9.0,Family Sponsor,Low,TOEFL 115,Work,730,Clean,Canada,Work,0,Clear,Passed,98,Paid,68
33.0,Saudi Arabia,Spain,Single,1.0,Bachelor,Farmer,37.0,Job Offer,High,IELTS 5.0,Work,730,Previous Visa,Germany,Work,0,Clear,Passed,98,Paid,67
47.0,Nigeria,Guatemala,Married,0.0,High School,Driver,13.0,Family Sponsor,High,TOEFL 73,Work,730,Rejected,UK,Work,1,Clear,Pending,90,Pending,72
18.0,Indonesia,Sweden,Single,3.0,Bachelor,Sales,20.0,Job Offer,Medium,TOEFL 89,Study,365,Previous Visa,Canada,Student,0,Clear,Passed,62,Waived,71
56.0,Algeria,Mexico,Married,5.0,Master,Engineer,21.0,Family Sponsor,Low,Unknown,Tourism,30,Previous Visa,Australia,Visitor,2,Clear,Passed,78,Paid,58
63.0,Japan,Italy,Married,2.0,Bachelor,Developer,27.0,Unknown,Medium,IELTS 5.5,Study,365,Clean,UK,Student,0,Minor Offense,Pending,61,Paid,74
37.0,Denmark,Portugal,Married,1.0,High School,Analyst,28.0,Job Offer,High,TOEFL 93,Study,365,Rejected,Germany,Student,1,Clear,Passed,74,Pending,77
50.0,Ethiopia,Ireland,Single,3.0,Bachelor,Nurse,9.0,University Admission,High,Unknown,Work,730,Previous Visa,US,Work,0,Clear,Passed,100,Paid,69
53.0,New Zealand,Nigeria,Married,5.0,Master,Accountant,14.0,University Admission,Low,IELTS 8.5,Special,30,Previous Visa,US,Special,0,Clear,Passed,99,Paid,44
28.0,Paraguay,Vietnam,Single,2.0,Bachelor,Designer,31.0,Unknown,Medium,IELTS 6.5,Work,730,Clean,Australia,Work,0,Clear,Failed,64,Paid,77
49.0,Chile,Belgium,Single,3.0,Bachelor,Student,35.0,Unknown,Medium,IELTS 6.0,Tourism,30,Previous Visa,Canada,Visitor,0,Clear,Passed,77,Paid,50
23.0,Paraguay,New Zealand,Single,5.0,Bachelor,Artist,18.0,Unknown,High,TOEFL 66,Study,365,Clean,Canada,Student,2,Clear,Passed,69,Paid,87
21.0,Colombia,Poland,Single,3.0,Master,Engineer,27.0,Job Offer,Low,Unknown,Tourism,30,Previous Visa,Canada,Visitor,0,Clear,Passed,66,Paid,50
57.0,Ghana,Singapore,Single,5.0,Master,Analyst,4.0,University Admission,Medium,IELTS 8.5,PR,30,Previous Visa,US,PR,0,Minor Offense,Passed,98,Paid,38
34.0,Denmark,Norway,Single,5.0,High School,Artist,4.0,Job Offer,Low,TOEFL 85,Work,730,Clean,US,Work,1,Clear,Passed,86,Paid,79
49.0,Kuwait,Brazil,Divorced,4.0,High School,Doctor,15.0,Job Offer,Medium,TOEFL 115,Special,30,Previous Visa,Canada,Special,0,Clear,Passed,62,Pending,43
22.0,Venezuela,China,Single,2.0,Bachelor,Artist,15.0,Job Offer,Medium,IELTS 6.5,Family,30,Previous Visa,Canada,Family,0,Clear,Passed,72,Paid,50
22.0,South Korea,Switzerland,Married,1.0,High School,Student,13.0,University Admission,Medium,Unknown,Study,365,Clean,Canada,Student,0,Clear,Pending,64,Paid,72
45.0,Bangladesh,Qatar,Married,4.0,Bachelor,Designer,3.0,Job Offer,Medium,Unknown,Work,730,Clean,UK,Work,0,Clear,Passed,96,Paid,70
24.0,Guatemala,Nepal,Married,4.0,High School,Nurse,10.0,Family Sponsor,Low,TOEFL 96,Work,730,Previous Visa,Australia,Work,0,Clear,Passed,88,Waived,78
65.0,Indonesia,Qatar,Married,1.0,High School,Designer,18.0,Family Sponsor,High,TOEFL 85,Work,730,Clean,Canada,Work,1,Minor Offense,Pending,84,Paid,76
19.0,South Korea,Norway,Married,3.0,High School,Chef,33.0,Job Offer,Medium,IELTS 7.0,Work,730,Clean,US,Work,0,Clear,Passed,61,Pending,82
42.0,Ghana,Italy,Single,2.0,PhD,Artist,8.0,Unknown,Medium,IELTS 6.5,PR,30,Clean,UK,PR,0,Clear,Passed,69,Paid,48
20.0,India,Qatar,Married,5.0,Master,Teacher,0.0,Family Sponsor,High,IELTS 8.0,Work,730,Previous Visa,US,Work,1,Clear,Passed,68,Paid,86
59.0,Sri Lanka,Malaysia,Married,0.0,High School,Teacher,21.0,University Admission,Medium,TOEFL 96,Tourism,30,Clean,US,Visitor,1,Clear,Passed,70,Paid,57
59.0,Colombia,Egypt,Married,5.0,Bachelor,Nurse,36.0,Family Sponsor,High,Unknown,Work,730,Clean,UK,Work,0,Clear,Passed,82,Paid,73
39.0,Austria,Guatemala,Married,5.0,High School,Manager,3.0,Unknown,High,IELTS 5.5,Work,730,Clean,UK,Work,0,Clear,Passed,95,Paid,69
45.0,Indonesia,Uruguay,Single,2.0,Master,Chef,13.0,Job Offer,High,TOEFL 113,Work,730,Clean,Canada,Work,0,Minor Offense,Failed,77,Paid,77
59.0,Poland,Unknown,Divorced,2.0,High School,Artist,9.0,University Admission,Medium,Unknown,Work,730,Previous Visa,Germany,Work,1,Clear,Passed,73,Paid,83
42.0,Ethiopia,Narnia,Widowed,2.0,PhD,Manager,7.0,University Admission,Medium,Unknown,Tourism,30,Previous Visa,Australia,Visitor,1,Clear,Passed,80,Paid,54
58.0,Nigeria,Portugal,Single,0.0,Bachelor,Nurse,6.0,Job Offer,Medium,TOEFL 101,PR,30,Clean,Australia,PR,0,Clear,Passed,98,Paid,38
60.0,Malaysia,Algeria,Married,3.0,Master,Accountant,22.0,Job Offer,High,Unknown,Family,30,Clean,Canada,Family,3,Clear,Passed,76,Paid,65
54.0,Italy,Finland,Married,1.0,Bachelor,Student,20.0,Family Sponsor,High,Unknown,Tourism,30,Rejected,Australia,Visitor,0,Clear,Passed,93,Paid,45
44.0,Switzerland,Ireland,Married,4.0,High School,Technician,9.0,University Admission,Low,TOEFL 69,Study,365,Clean,Germany,Student,1,Minor Offense,Passed,99,Paid,76
34.0,Switzerland,South Africa,Single,4.0,Bachelor,Nurse,37.0,Job Offer,Medium,IELTS 6.5,Family,30,Clean,UK,Family,1,Clear,Passed,96,Paid,50
55.0,Pakistan,Switzerland,Single,0.0,Master,Technician,37.0,Family Sponsor,Low,Unknown,Study,365,Clean,US,Student,2,Clear,Failed,64,Pending,88
32.0,Uruguay,India,Married,1.0,Bachelor,Developer,25.0,University Admission,Medium,TOEFL 100,PR,30,Clean,US,PR,3,Clear,Passed,67,Paid,68
40.0,Pakistan,Honduras,Single,1.0,Master,Chef,40.0,University Admission,Medium,IELTS 8.0,PR,30,Clean,US,PR,0,Clear,Failed,85,Paid,40
53.0,Germany,Oman,Married,0.0,High School,Designer,23.0,University Admission,Medium,Unknown,Work,730,Clean,Canada,Work,0,Clear,Passed,75,Paid,77
46.0,Oman,Japan,Single,3.0,Master,Student,33.0,Unknown,Low,IELTS 8.0,Work,730,Clean,US,Work,0,Clear,Passed,64,Paid,70
48.0,Greece,Morocco,Married,3.0,Master,Sales,21.0,Unknown,Medium,Unknown,PR,30,Previous Visa,US,PR,1,Clear,Passed,94,Paid,48
38.0,Philippines,Paraguay,Single,3.0,PhD,Doctor,0.0,Job Offer,High,TOEFL ABC,PR,30,Clean,Germany,PR,1,Clear,Pending,100,Paid,44
44.0,Oman,Greece,Single,4.0,Master,Teacher,25.0,Family Sponsor,Medium,TOEFL 64,Work,730,Clean,Australia,Work,0,Clear,Failed,72,Paid,72
22.0,Ghana,Portugal,Single,4.0,High School,Doctor,7.0,Family Sponsor,Medium,Unknown,Work,730,Clean,Germany,Work,0,Clear,Passed,97,Waived,69
22.0,Guatemala,Ireland,Single,0.0,Master,Technician,27.0,Family Sponsor,Medium,TOEFL 87,Family,30,Clean,Germany,Family,0,Clear,Passed,62,Waived,47
56.0,Nepal,Poland,Single,4.0,Bachelor,Analyst,39.0,Job Offer,High,IELTS 6.0,Study,365,Clean,US,Student,0,Clear,Passed,62,Paid,72
60.0,Norway,South Africa,Single,0.0,PhD,Engineer,6.0,University Admission,Low,TOEFL 91,Study,365,Clean,US,Student,0,Minor Offense,Pending,75,Paid,72
28.0,Germany,Egypt,Single,2.0,High School,Artist,1.0,Family Sponsor,High,Unknown,Work,730,Clean,US,Work,1,Clear,Passed,75,Paid,81
55.0,Portugal,UK,Married,0.0,Master,Artist,17.0,Family Sponsor,Medium,Unknown,Study,365,Clean,UK,Student,0,Clear,Failed,81,Paid,68
46.0,New Zealand,Uruguay,Married,2.0,Bachelor,Accountant,4.0,University Admission,Medium,TOEFL 76,Study,365,Clean,Canada,Student,0,Minor Offense,Passed,72,Paid,66
36.0,Canada,Morocco,Single,2.0,Master,Artist,14.0,University Admission,Low,IELTS 5.0,Work,730,Clean,UK,Work,0,Clear,Passed,75,Pending,71
44.0,Sweden,Bangladesh,Single,4.0,Master,Designer,27.0,Unknown,High,IELTS 5.5,Work,730,Previous Visa,UK,Work,1,Clear,Passed,76,Paid,82
51.0,Philippines,Brazil,Single,3.0,High School,Manager,6.0,Job Offer,Medium,IELTS 8.0,Study,365,Clean,UK,Student,1,Clear,Passed,83,Paid,77
31.0,Turkey,Bangladesh,Single,3.0,High School,Analyst,33.0,Family Sponsor,Low,IELTS 5.0,Work,730,Clean,US,Work,0,Pending,Passed,88,Paid,71
25.0,Kuwait,Kuwait,Married,4.0,High School,Doctor,39.0,Family Sponsor,Medium,TOEFL 61,Study,365,Clean,Canada,Student,0,Clear,Passed,88,Paid,70
56.0,Finland,Switzerland,Married,2.0,Bachelor,Engineer,34.0,University Admission,High,TOEFL 106,Work,730,Previous Visa,UK,Work,0,Clear,Passed,80,Paid,69
43.0,Uruguay,Unknown,Widowed,2.0,Bachelor,Manager,3.0,Family Sponsor,Medium,IELTS 8.5,Study,365,Rejected,UK,Unknown,3,Clear,Passed,89,Paid,89
63.0,Guatemala,Germany,Married,2.0,High School,Manager,35.0,University Admission,Low,IELTS 7.0,Work,730,Clean,Canada,Work,1,Clear,Failed,74,Paid,79
64.0,Oman,Denmark,Single,4.0,Bachelor,Farmer,13.0,Family Sponsor,High,IELTS 8.0,Work,730,Clean,US,Work,1,Clear,Passed,90,Paid,76
51.0,India,Mexico,Widowed,1.0,Master,Designer,2.0,Unknown,Low,Unknown,Family,30,Rejected,Canada,Unknown,0,Clear,Passed,92,Paid,39
50.0,Greece,Honduras,Married,5.0,Master,Technician,20.0,Family Sponsor,Medium,IELTS 6.5,Work,730,Previous Visa,Germany,Work,0,Clear,Passed,76,Paid,74
27.0,Oman,Switzerland,Single,4.0,Bachelor,Engineer,29.0,Job Offer,High,TOEFL 93,Family,30,Previous Visa,UK,Family,0,Clear,Failed,83,Paid,44
42.0,Turkey,Austria,Single,0.0,Bachelor,Student,33.0,Unknown,High,Unknown,Study,365,Clean,Australia,Student,0,Clear,Passed,72,Paid,71
50.0,Egypt,Tunisia,Single,0.0,High School,Accountant,5.0,Job Offer,Medium,TOEFL 63,Family,30,Clean,Australia,Family,1,Clear,Passed,86,Paid,48
42.0,Canada,Chile,Divorced,3.0,Bachelor,Manager,39.0,University Admission,Medium,IELTS 7.5,Tourism,30,Clean,Canada,Unknown,0,Clear,Passed,69,Paid,53
26.0,Australia,Chile,Married,2.0,Bachelor,Student,0.0,Job Offer,Low,IELTS 5.5,Work,730,Clean,US,Work,0,Clear,Passed,61,Paid,82
49.0,Portugal,Chile,Single,5.0,Master,Accountant,10.0,Job Offer,Medium,Unknown,Study,365,Clean,US,Student,0,Minor Offense,Failed,89,Paid,66
59.0,Singapore,Morocco,Single,4.0,Master,Driver,14.0,University Admission,Low,IELTS 8.5,Work,730,Clean,UK,Work,3,Clear,Failed,99,Paid,91
45.0,Malaysia,Singapore,Single,2.0,Bachelor,Analyst,34.0,Family Sponsor,Medium,IELTS 8.5,Tourism,30,Clean,US,Visitor,2,Clear,Passed,70,Paid,63
45.0,Thailand,Thailand,Married,5.0,PhD,Chef,18.0,Family Sponsor,Medium,IELTS 5.0,Study,365,Clean,UK,Student,0,Clear,Passed,69,Paid,70
25.0,Japan,Uruguay,Single,1.0,Bachelor,Accountant,21.0,Job Offer,Medium,Unknown,Study,365,Clean,US,Student,0,Clear,Passed,61,Paid,76
29.0,Canada,UK,Married,3.0,Bachelor,Chef,39.0,Job Offer,Low,Unknown,Study,365,Clean,Australia,Student,0,Clear,Passed,82,Pending,72
64.0,Austria,Uruguay,Married,1.0,Bachelor,Accountant,23.0,University Admission,Medium,Unknown,Work,730,Previous Visa,Germany,Work,0,Clear,Pending,98,Paid,69
22.0,Ghana,Belgium,Married,3.0,Master,Manager,15.0,Family Sponsor,Medium,TOEFL 115,Work,730,Clean,Canada,Work,2,Clear,Failed,95,Paid,86
61.0,Denmark,Peru,Married,1.0,High School,Farmer,38.0,University Admission,Medium,TOEFL 73,PR,30,Clean,UK,PR,1,Clear,Passed,66,Pending,56
59.0,Germany,Switzerland,Married,0.0,Bachelor,Farmer,35.0,Job Offer,High,IELTS 6.0,Study,365,Clean,UK,Student,2,Clear,Passed,87,Paid,80
46.0,Chile,Malaysia,Married,2.0,Bachelor,Analyst,5.0,Job Offer,High,IELTS 6.5,Work,730,Clean,Australia,Work,1,Clear,Passed,80,Paid,77
37.0,Indonesia,Malaysia,Married,1.0,Bachelor,Artist,34.0,University Admission,Medium,IELTS 5.0,Family,30,Clean,Canada,Family,1,Clear,Passed,63,Paid,56
31.0,Poland,Qatar,Single,4.0,Master,Doctor,38.0,Family Sponsor,High,IELTS 7.5,PR,30,Previous Visa,Australia,PR,0,Clear,Passed,79,Paid,46
50.0,UK,Guatemala,Married,3.0,High School,Engineer,35.0,Job Offer,Medium,TOEFL 113,Work,730,Rejected,Canada,Work,1,Clear,Failed,66,Paid,86
40.0,Norway,France,Single,0.0,High School,Accountant,17.0,Job Offer,Low,IELTS 8.5,Special,30,Clean,US,Special,0,Clear,Passed,72,Paid,44
53.0,Sweden,New Zealand,Single,3.0,Master,Student,32.0,Unknown,Medium,TOEFL 99,Tourism,30,Previous Visa,US,Visitor,0,Clear,Pending,61,Paid,57
65.0,Japan,South Korea,Married,3.0,High School,Nurse,31.0,Job Offer,Medium,IELTS 8.0,PR,30,Clean,UK,PR,0,Clear,Passed,96,Paid,41
59.0,Oman,Kenya,Single,5.0,Master,Manager,30.0,Job Offer,Low,IELTS 8.5,Tourism,30,Clean,US,Visitor,0,Clear,Passed,79,Paid,45
61.0,UK,Sweden,Married,2.0,Bachelor,Technician,15.0,Unknown,Medium,TOEFL 60,Work,730,Clean,US,Work,3,Clear,Passed,64,Paid,93
29.0,Philippines,Tunisia,Single,0.0,Bachelor,Driver,40.0,Unknown,Low,IELTS 6.5,Family,30,Previous Visa,Canada,Family,0,Clear,Passed,73,Paid,44
64.0,UK,Australia,Widowed,3.0,Master,Developer,15.0,Job Offer,High,IELTS 6.5,Tourism,30,Clean,US,Visitor,0,Clear,Passed,71,Paid,51
41.0,Algeria,Oman,Married,5.0,Bachelor,Farmer,7.0,Unknown,Low,TOEFL 96,PR,30,Previous Visa,Australia,PR,0,Clear,Passed,62,Paid,46
42.0,Portugal,Turkey,Single,1.0,Bachelor,Accountant,26.0,Job Offer,Medium,TOEFL 114,Work,730,Clean,Canada,Work,2,Clear,Pending,90,Paid,91
57.0,Colombia,Qatar,Married,5.0,Bachelor,Chef,8.0,Job Offer,Low,Unknown,Work,730,Clean,Australia,Work,2,Clear,Passed,88,Paid,87
60.0,Honduras,Ireland,Married,1.0,Bachelor,Nurse,26.0,Family Sponsor,High,IELTS 8.5,Tourism,30,Clean,Australia,Visitor,1,Clear,Passed,98,Waived,49
34.0,Austria,Belgium,Single,1.0,PhD,Technician,20.0,Family Sponsor,Medium,TOEFL 67,Family,30,Previous Visa,Canada,Unknown,0,Clear,Passed,75,Paid,38
50.0,Algeria,Denmark,Single,1.0,Bachelor,Manager,20.0,University Admission,Low,Unknown,Work,730,Clean,US,Work,0,Clear,Passed,66,Paid,77
55.0,Ireland,Finland,Married,3.0,High School,Analyst,36.0,Job Offer,Medium,Unknown,Study,365,Clean,Canada,Student,0,Clear,Passed,79,Pending,72
33.0,Oman,Austria,Single,2.0,Master,Nurse,10.0,Unknown,High,IELTS 8.0,Study,365,Clean,Canada,Student,3,Clear,Passed,66,Paid,98
18.0,UK,Malaysia,Married,0.0,Bachelor,Accountant,29.0,Unknown,Low,TOEFL 63,Family,30,Clean,US,Family,1,Clear,Passed,100,Paid,46
32.0,Uruguay,Nepal,Single,0.0,High School,Manager,17.0,Job Offer,Medium,TOEFL 105,Study,365,Clean,Australia,Student,2,Clear,Passed,100,Paid,84
43.0,Norway,Nepal,Married,1.0,Master,Analyst,17.0,University Admission,Medium,TOEFL 110,Work,730,Previous Visa,UK,Work,0,Clear,Passed,75,Pending,70
40.0,Sweden,Tunisia,Single,3.0,Bachelor,Driver,29.0,Unknown,Medium,TOEFL 62,Work,730,Rejected,Australia,Work,1,Clear,Passed,94,Paid,77
38.0,Tunisia,Morocco,Single,5.0,Master,Nurse,25.0,Job Offer,High,TOEFL 92,Tourism,30,Clean,Canada,Visitor,0,Clear,Passed,79,Paid,46
22.0,Egypt,Denmark,Married,0.0,High School,Nurse,19.0,Job Offer,High,TOEFL 74,Work,730,Previous Visa,Canada,Work,0,Pending,Passed,94,Paid,73
58.0,South Korea,Canada,Single,2.0,Master,Artist,18.0,Job Offer,Medium,TOEFL 98,Tourism,30,Clean,Canada,Visitor,2,Clear,Passed,83,Paid,58
53.0,Chile,Bangladesh,Married,2.0,High School,Technician,10.0,Job Offer,Low,TOEFL 108,Study,365,Clean,Canada,Student,0,Clear,Passed,97,Paid,66
23.0,Tunisia,Italy,Married,5.0,High School,Engineer,13.0,Job Offer,Low,IELTS 8.0,Study,365,Clean,Australia,Student,1,Clear,Passed,63,Paid,75
29.0,Netherlands,Tunisia,Married,3.0,Master,Designer,10.0,Unknown,High,IELTS 7.0,Work,730,Previous Visa,UK,Work,0,Clear,Passed,86,Paid,78
54.0,Portugal,Philippines,Single,4.0,Bachelor,Driver,25.0,Job Offer,Medium,Unknown,Special,30,Clean,Canada,Special,0,Clear,Failed,62,Paid,46
30.0,Nepal,Spain,Married,1.0,High School,Analyst,38.0,Job Offer,Medium,IELTS 8.0,Tourism,30,Clean,Germany,Visitor,0,Clear,Passed,80,Paid,50
42.0,Ethiopia,Norway,Single,2.0,High School,Doctor,13.0,University Admission,Low,IELTS 6.0,PR,30,Rejected,UK,PR,0,Clear,Passed,69,Paid,40
39.0,Peru,Venezuela,Single,4.0,High School,Engineer,0.0,Family Sponsor,Medium,Unknown,Study,365,Previous Visa,Canada,Student,1,Clear,Passed,97,Paid,68
41.0,Canada,Honduras,Married,3.0,Master,Developer,17.0,Job Offer,Low,TOEFL 63,Family,30,Clean,US,Family,0,Clear,Passed,84,Paid,40
58.0,Peru,South Africa,Single,1.0,High School,Accountant,26.0,Job Offer,Medium,IELTS 6.0,Study,365,Clean,Canada,Student,0,Clear,Passed,71,Paid,73
45.0,Australia,Austria,Single,2.0,Master,Farmer,39.0,Job Offer,Medium,Unknown,Study,365,Clean,Germany,Student,0,Clear,Passed,87,Paid,69
33.0,Colombia,Honduras,Single,2.0,High School,Farmer,23.0,Family Sponsor,Medium,IELTS 6.5,Work,730,Clean,US,Work,0,Clear,Passed,85,Paid,76
36.0,Sweden,Ghana,Single,0.0,High School,Accountant,22.0,Job Offer,Low,TOEFL 109,PR,30,Clean,UK,PR,0,Clear,Passed,62,Paid,43
42.0,Malaysia,Finland,Divorced,0.0,Bachelor,Engineer,25.0,Unknown,High,Unknown,Family,30,Rejected,UK,Family,0,Clear,Passed,85,Paid,44
63.0,Pakistan,Brazil,Single,1.0,High School,Analyst,34.0,University Admission,Medium,TOEFL 106,Tourism,30,Clean,US,Visitor,0,Clear,Passed,81,Paid,47
55.0,Belgium,Ghana,Married,4.0,Bachelor,Driver,1.0,University Admission,Low,IELTS 5.5,Work,730,Clean,Canada,Work,0,Clear,Passed,67,Paid,74
45.0,Nepal,Canada,Single,2.0,Bachelor,Chef,30.0,University Admission,High,IELTS 8.5,Work,730,Previous Visa,Canada,Work,2,Clear,Passed,79,Paid,86
42.0,Chile,Switzerland,Divorced,5.0,Bachelor,Technician,15.0,Family Sponsor,Medium,IELTS 5.0,Study,365,Previous Visa,Australia,Student,0,Clear,Passed,89,Paid,66
65.0,Mexico,Australia,Single,2.0,Bachelor,Teacher,22.0,University Admission,High,TOEFL 76,Study,365,Clean,US,Student,2,Clear,Passed,75,Paid,85
52.0,Morocco,Greece,Single,5.0,High School,Student,6.0,Job Offer,High,TOEFL 95,Study,365,Rejected,Canada,Student,0,Clear,Passed,100,Paid,68
53.0,Qatar,Thailand,Single,3.0,Bachelor,Chef,38.0,University Admission,High,IELTS 6.5,Study,365,Clean,Australia,Student,0,Clear,Passed,85,Pending,69
51.0,Mexico,New Zealand,Single,4.0,High School,Driver,26.0,University Admission,Medium,IELTS 5.0,Work,730,Clean,Germany,Work,1,Clear,Failed,71,Paid,84
45.0,Belgium,Venezuela,Married,3.0,Bachelor,Engineer,34.0,Job Offer,Medium,IELTS 5.0,Work,730,Previous Visa,Australia,Work,0,Clear,Passed,69,Paid,81
32.0,Mexico,Venezuela,Married,0.0,Bachelor,Doctor,14.0,Job Offer,High,TOEFL 62,Family,30,Clean,Canada,Family,0,Clear,Passed,87,Paid,44
58.0,South Africa,Indonesia,Married,2.0,Bachelor,Farmer,21.0,University Admission,Medium,Unknown,Work,730,Clean,US,Work,0,Clear,Pending,88,Paid,71
