applicant_id,age,nationality,current_residence,marital_status,dependents,education_level,occupation,work_experience_years,sponsorship_status,financial_status,language_proficiency,purpose_of_travel,intended_duration,travel_history,target_country,visa_category (Label),previous_visa_rejections,criminal_record_check,medical_exam_status,document_completeness_score,visa_fee_payment_status
C106669,46,UAE,Turkey,Married,1,Bachelor,Designer,11,University Admission,High,TOEFL 67,Study,Long-term,Previous Visa,UK,Student,1,Clear,Passed,98,Paid
C07010,42,Tunisia,Turkey,Single,4,Master,Artist,10,Job Offer,Low,TOEFL 62,Work,Long-term,Previous Visa,Australia,Work,0,Clear,Passed,64,Paid
A04634,43,Narnia,New Zealand,Married,2,Bachelor,Artist,33,None,Medium,TOEFL 90,Tourism,Short-term,Rejected,US,Visitor,0,Clear,Passed,78,Paid
C86470,19,Guatemala,Italy,Single,1,Bachelor,Chef,17,None,Low,TOEFL 114,Family,Short-term,Clean,Australia,Family,0,Clear,Passed,75,Paid
C76111,61,Austria,Morocco,Single,2,Bachelor,Nurse,27,University Admission,High,IELTS 5.0,Study,Long-term,Clean,US,Student,0,Clear,Passed,92,Paid
C90203,46,Greece,Paraguay,Single,0,High School,Nurse,2,None,Medium,TOEFL 62,Study,Short-term,Previous Visa,Australia,Student,1,Clear,Passed,84,Paid
C100314,48,Greece,South Africa,Single,4,High School,Doctor,9,Family Sponsor,Low,IELTS 6.5,Tourism,Long-term,Clean,Germany,Visitor,1,Minor Offense,Passed,85,Paid
C43879,20,New Zealand,Thailand,Married,1,High School,Designer,19,None,Medium,TOEFL 70,Work,Long-term,Clean,US,Work,0,Clear,Pending,76,Paid
C34318,28,Bangladesh,Egypt,Divorced,3,Master,Technician,30,University Admission,Medium,TOEFL 99,Tourism,Long-term,Clean,UK,Visitor,0,Clear,Pending,86,Paid
C50173,58,Switzerland,US,Married,2,Master,Developer,13,University Admission,Medium,None,Tourism,Long-term,Clean,UK,Visitor,1,Minor Offense,Passed,73,Paid
C68308,41,Ethiopia,Netherlands,Married,1,Bachelor,Manager,40,Job Offer,Medium,None,Study,Long-term,Previous Visa,Australia,Student,1,Clear,Passed,82,Pending
C19543,25,Sri Lanka,Poland,Single,4,High School,Nurse,11,None,High,IELTS 8.5,Family,Long-term,Clean,US,Family,0,Clear,Passed,87,Paid
C35169,63,Uruguay,Ethiopia,Married,2,Master,Manager,35,University Admission,High,TOEFL 74,Study,Long-term,Clean,UK,Student,1,Pending,Passed,62,Paid
C28265,41,Nigeria,Venezuela,Single,2,Master,Doctor,32,None,Medium,TOEFL 88,Work,Short-term,Previous Visa,US,Work,2,Clear,Passed,71,Paid
C38476,23,Canada,US,Married,2,High School,Artist,8,Job Offer,High,TOEFL 81,Work,Short-term,Clean,Canada,Work,0,Clear,Passed,66,Waived
C05378,30,Norway,Belgium,Single,1,High School,Artist,29,Job Offer,Low,IELTS 8.5,Study,Long-term,Clean,Germany,Student,2,Clear,Passed,89,Pending
C109793,37,Chile,Uruguay,Divorced,2,Bachelor,Analyst,21,Job Offer,Medium,IELTS 7.5,PR,Permanent,Previous Visa,Germany,PR,1,Clear,Passed,81,Paid
C90789,35,Sri Lanka,Kuwait,Married,3,High School,Developer,17,University Admission,Low,IELTS 6.5,Work,Long-term,Rejected,Canada,Work,1,Clear,Passed,73,Paid
C12453,61,Argentina,Mexico,Married,4,High School,Manager,25,Job Offer,Low,TOEFL 101,Work,Short-term,Previous Visa,UK,Work,0,Clear,Passed,74,Paid
C33069,41,South Africa,Brazil,Married,2,Bachelor,Designer,8,University Admission,High,IELTS 8.5,Work,Long-term,Clean,UK,Work,0,Minor Offense,Passed,93,Paid
A01504,18,Atlantis,Turkey,Divorced,,High School,Farmer,28,Family Sponsor,Low,IELTS 8.5,Tourism,Short-term,Rejected,Germany,Visitor,0,Clear,Passed,85,Pending
C79868,43,Pakistan,Malaysia,Single,2,High School,Teacher,11,Family Sponsor,High,IELTS 5.5,Work,Short-term,Clean,Canada,Work,1,Clear,Passed,70,Paid
C06888,43,Vietnam,UAE,Single,4,High School,Teacher,28,Job Offer,Low,None,Special,Short-term,Clean,Australia,Special,0,Clear,Passed,77,Paid
C81517,42,India,Ethiopia,Married,1,High School,Engineer,31,Job Offer,Medium,TOEFL 62,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,78,Paid
C30564,40,Austria,Bangladesh,Single,0,High School,Chef,39,Job Offer,Medium,IELTS 7.0,Tourism,Short-term,Clean,US,Visitor,0,Clear,Pending,61,Paid
C15576,57,Egypt,Venezuela,Married,3,Bachelor,Student,26,Family Sponsor,High,TOEFL 107,Study,Long-term,Previous Visa,Australia,Student,0,Clear,Passed,90,Paid
C107772,24,UAE,Italy,Married,4,High School,Artist,13,None,Medium,None,PR,Permanent,Clean,UK,PR,1,Clear,Pending,81,Paid
C77939,44,Norway,Nepal,Married,1,High School,Designer,21,University Admission,Low,TOEFL 103,PR,Permanent,Clean,US,PR,1,Clear,Passed,65,Paid
C56984,21,Malaysia,Singapore,Married,1,Bachelor,Designer,16,University Admission,Medium,IELTS 8.0,Tourism,Short-term,Clean,Canada,Visitor,1,Clear,Passed,98,Paid
C26455,47,Pakistan,Turkey,Single,1,High School,Artist,38,None,Medium,None,Tourism,Long-term,Previous Visa,Canada,Visitor,0,Clear,Passed,67,Paid
C18452,48,Egypt,Switzerland,Single,3,Master,Engineer,9,University Admission,Medium,IELTS 8.0,Work,Long-term,Rejected,UK,Work,2,Minor Offense,Passed,91,Waived
C107484,40,Italy,Qatar,Married,3,Bachelor,Doctor,28,Job Offer,Medium,None,Family,Long-term,Clean,UK,Family,0,Clear,Passed,85,Paid
C80138,48,Kuwait,Argentina,Married,0,Bachelor,Driver,5,Job Offer,High,None,Family,Short-term,Clean,Australia,Family,0,Clear,Passed,70,Paid
C16626,28,Paraguay,Brazil,Single,2,Bachelor,Accountant,31,Job Offer,Low,TOEFL 80,Tourism,Short-term,Clean,Canada,Visitor,0,Clear,Passed,71,Paid
C13820,54,Poland,Thailand,Single,0,Bachelor,Technician,8,Job Offer,Medium,None,Work,Long-term,Previous Visa,Canada,Work,3,Clear,Passed,81,Paid
C15594,32,UK,UAE,Single,3,Master,Teacher,6,Family Sponsor,High,IELTS 8.0,Special,Long-term,Clean,UK,Special,0,Clear,Passed,98,Paid
A09202,,Philippines,Vietnam,Widowed,0,Master,Artist,17,Family Sponsor,Medium,,Tourism,Permanent,Clean,Canada,Visitor,0,Clear,Passed,80,Paid
C77219,48,UAE,Australia,Single,4,High School,Doctor,34,University Admission,Medium,None,Study,Long-term,Clean,US,Student,0,Clear,Passed,98,Paid
C94466,51,Colombia,Austria,Single,5,PhD,Driver,8,Job Offer,Medium,None,Work,Long-term,Previous Visa,UK,Work,0,Clear,Pending,66,Paid
C35784,32,Indonesia,Egypt,Married,2,High School,Engineer,32,Family Sponsor,Low,TOEFL 72,Special,Long-term,Clean,UK,Special,2,Clear,Passed,82,Paid
C34340,51,Ethiopia,Finland,Single,1,Bachelor,Designer,24,Family Sponsor,Low,IELTS 7.0,PR,Permanent,Rejected,Canada,PR,0,Clear,Passed,86,Paid
C83582,26,India,US,Single,0,Bachelor,Nurse,17,Job Offer,High,TOEFL 67,Tourism,Short-term,Previous Visa,Australia,Visitor,0,Clear,Passed,61,Pending
C109065,25,Paraguay,Nigeria,Single,5,Master,Doctor,34,Job Offer,High,IELTS 5.0,Family,Short-term,Clean,UK,Family,1,Clear,Passed,83,Paid
C88695,44,Pakistan,Mexico,Single,5,PhD,Driver,32,University Admission,High,IELTS 8.5,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,81,Paid
C82715,38,Qatar,South Korea,Single,1,High School,Farmer,23,None,Medium,IELTS 5.0,Special,Long-term,Clean,US,Special,0,Minor Offense,Pending,86,Paid
C65242,24,Bangladesh,Finland,Married,2,Bachelor,Sales,35,University Admission,Medium,IELTS 6.0,Family,Long-term,Clean,US,Family,1,Clear,Passed,63,Paid
C22124,20,Brazil,Venezuela,Married,0,Bachelor,Engineer,16,Family Sponsor,High,TOEFL 61,PR,Permanent,Rejected,US,PR,2,Clear,Passed,64,Paid
C27297,52,Brazil,Pakistan,Married,5,High School,Nurse,33,Job Offer,High,TOEFL 103,Work,Short-term,Clean,Germany,Work,0,Clear,Passed,100,Paid
C41498,20,Colombia,Kuwait,Married,3,Bachelor,Designer,1,Family Sponsor,High,None,Work,Short-term,Clean,US,Work,1,Minor Offense,Passed,80,Paid
C17476,46,Japan,Colombia,Single,3,High School,Student,8,Job Offer,High,IELTS 5.5,Work,Short-term,Clean,Australia,Work,0,Clear,Passed,98,Paid
C05419,38,India,Saudi Arabia,Married,0,Master,Developer,25,University Admission,Medium,None,Study,Short-term,Clean,UK,Student,0,Clear,Passed,74,Paid
C85707,46,Guatemala,Brazil,Single,3,High School,Chef,2,University Admission,High,IELTS 8.0,Work,Long-term,Clean,UK,Work,0,Clear,Passed,78,Paid
C34430,44,Switzerland,Mexico,Single,5,High School,Artist,11,University Admission,Medium,IELTS 5.5,Work,Short-term,Clean,UK,Work,0,Clear,Passed,96,Paid
C81632,47,UAE,India,Single,1,Master,Nurse,30,Job Offer,Low,None,Work,Short-term,Clean,Canada,Work,0,Clear,Passed,76,Paid
C85623,54,Ireland,Sweden,Married,3,Master,Manager,37,University Admission,Medium,IELTS 8.5,Study,Short-term,Clean,US,Student,0,Clear,Passed,73,Paid
C89229,22,Denmark,Thailand,Married,0,Bachelor,Doctor,13,None,High,None,PR,Permanent,Previous Visa,US,PR,0,Clear,Passed,60,Paid
C98176,37,Thailand,Netherlands,Married,2,High School,Nurse,4,None,Medium,IELTS 5.5,Special,Long-term,Clean,UK,Special,1,Clear,Pending,96,Paid
C14655,55,Belgium,Indonesia,Single,4,Master,Teacher,30,Job Offer,Medium,TOEFL 82,Study,Long-term,Previous Visa,US,Student,0,Minor Offense,Passed,83,Paid
C67379,27,Bangladesh,Austria,Married,3,PhD,Engineer,23,Family Sponsor,Low,IELTS 6.0,Study,Long-term,Clean,Australia,Student,1,Clear,Passed,85,Paid
C07701,26,India,Indonesia,Single,1,High School,Student,4,Job Offer,Medium,None,Study,Short-term,Clean,Canada,Student,0,Clear,Passed,61,Pending
C109613,50,Kuwait,Belgium,Single,1,Master,Analyst,20,Job Offer,Medium,IELTS 7.5,Study,Long-term,Clean,Germany,Student,0,Clear,Passed,98,Paid
C62241,55,Austria,Canada,Single,1,High School,Developer,31,Job Offer,Low,IELTS 6.0,Family,Short-term,Clean,US,Family,0,Clear,Passed,86,Paid
A00915,48,Qatar,Atlantis,Married,5,PhD,Doctor,4,Job Offer,Medium,None,Study,Long-term,Previous Visa,US,Unknown,0,Clear,Passed,65,Paid
C91760,65,Oman,Nepal,Married,3,High School,Sales,28,Family Sponsor,Medium,IELTS 5.0,Work,Long-term,Clean,US,Work,1,Clear,Passed,82,Paid
C24734,28,Ethiopia,Norway,Single,0,Bachelor,Engineer,35,University Admission,Medium,TOEFL 78,Work,Long-term,Rejected,US,Work,0,Clear,Passed,76,Paid
C17344,28,Uruguay,Mexico,Married,0,Master,Farmer,23,Job Offer,High,None,Work,Long-term,Rejected,Canada,Work,2,Clear,Failed,83,Pending
C106613,32,Thailand,Norway,Single,1,High School,Technician,31,Family Sponsor,High,TOEFL 88,Tourism,Long-term,Previous Visa,UK,Visitor,0,Clear,Pending,84,Paid
C27695,51,Nigeria,Guatemala,Single,2,Master,Student,9,None,High,TOEFL 105,Work,Short-term,Clean,UK,Work,0,Clear,Passed,88,Paid
C47763,49,Finland,Kuwait,Single,2,High School,Nurse,24,None,Low,None,Study,Short-term,Clean,Canada,Student,0,Clear,Passed,94,Paid
C46047,40,Venezuela,South Korea,Married,5,Bachelor,Student,1,Job Offer,Medium,IELTS 8.0,Study,Short-term,Clean,UK,Student,0,Clear,Passed,88,Paid
C71509,38,UAE,Belgium,Single,5,Bachelor,Technician,36,Family Sponsor,High,TOEFL 113,PR,Permanent,Clean,Canada,PR,0,Clear,Passed,90,Pending
A03054,19,,Philippines,Single,3,PhD,Accountant,2,Job Offer,Low,TOEFL 104,Study,Permanent,Previous Visa,Germany,Student,0,Clear,Pending,80,Paid
C48700,27,Indonesia,Colombia,Single,4,Bachelor,Student,35,Job Offer,Low,TOEFL 83,Family,Long-term,Clean,US,Family,1,Clear,Passed,99,Paid
A06987,-5,UAE,Italy,Divorced,3,Master,Technician,NaN years,University Admission,High,TOEFL 97,PR,Long-term,Rejected,US,PR,0,Clear,Passed,73,Paid
C39508,38,Chile,Brazil,Married,1,High School,Manager,35,University Admission,Low,TOEFL 69,Family,Short-term,Clean,Germany,Family,1,Clear,Passed,72,Paid
C14912,22,Algeria,Ireland,Married,4,High School,Accountant,32,Job Offer,Medium,IELTS 8.0,PR,Permanent,Clean,US,PR,0,Minor Offense,Passed,71,Paid
C29101,25,Spain,Paraguay,Single,3,Bachelor,Driver,5,None,Medium,None,PR,Permanent,Previous Visa,US,PR,0,Clear,Passed,65,Paid
A05806,unknown,UAE,Singapore,Single,,Master,Farmer,19,Job Offer,Medium,,Study,Permanent,Rejected,UK,Student,0,Clear,Passed,98,Paid
C50336,33,Nepal,Saudi Arabia,Single,0,Master,Sales,20,Family Sponsor,Medium,None,Work,Short-term,Clean,US,Work,0,Clear,Passed,81,Waived
C47818,65,China,Nepal,Single,4,Bachelor,Manager,37,University Admission,Medium,TOEFL 72,Study,Short-term,Rejected,Australia,Student,1,Clear,Passed,80,Paid
A08707,-5,Venezuela,Germany,Widowed,0,High School,Chef,unknown,Job Offer,Medium,None,Family,Long-term,Rejected,Germany,Family,1,Clear,Passed,86,Paid
C61461,64,Ghana,Nepal,Married,0,High School,Artist,17,None,Medium,IELTS 5.5,Tourism,Short-term,Clean,US,Visitor,1,Clear,Passed,72,Paid
C21722,19,Vietnam,Portugal,Single,3,High School,Analyst,30,Family Sponsor,Medium,TOEFL 97,PR,Permanent,Clean,Germany,PR,0,Clear,Passed,67,Paid
C83485,51,Paraguay,France,Divorced,5,Bachelor,Engineer,10,Job Offer,High,TOEFL 76,Work,Long-term,Previous Visa,UK,Work,3,Clear,Passed,95,Paid
C104938,39,South Africa,Finland,Single,0,Bachelor,Developer,17,Family Sponsor,Low,IELTS 7.5,Family,Long-term,Previous Visa,UK,Family,0,Clear,Pending,66,Paid
C64441,51,Pakistan,South Korea,Married,2,PhD,Doctor,4,University Admission,High,TOEFL 108,Family,Short-term,Clean,US,Family,0,Clear,Pending,85,Pending
C88964,39,US,Saudi Arabia,Single,2,Master,Doctor,36,Job Offer,Low,IELTS 6.0,Study,Long-term,Clean,UK,Student,3,Clear,Passed,94,Paid
C22447,18,South Africa,Ghana,Widowed,2,Bachelor,Artist,15,Job Offer,High,TOEFL 84,Family,Long-term,Clean,Germany,Family,2,Clear,Passed,69,Paid
C05505,52,UAE,New Zealand,Single,2,High School,Sales,14,Job Offer,Medium,TOEFL 113,Study,Short-term,Previous Visa,US,Student,0,Clear,Pending,78,Paid
C88283,37,Japan,Canada,Married,5,Bachelor,Designer,15,None,Medium,IELTS 8.0,Tourism,Long-term,Clean,US,Visitor,0,Minor Offense,Passed,90,Paid
C96070,65,Belgium,South Africa,Married,1,Bachelor,Manager,0,University Admission,Medium,IELTS 6.0,Family,Long-term,Previous Visa,Australia,Family,0,Clear,Passed,87,Pending
A01480,29,Philippines,Kenya,Widowed,5,Bachelor,Student,NaN years,Job Offer,Medium,TOEFL ABC,PR,Short-term,Clean,UK,,0,Clear,Passed,68,Paid
C108371,33,Austria,Peru,Single,5,High School,Artist,12,Family Sponsor,Low,IELTS 8.5,Tourism,Long-term,Clean,UK,Visitor,1,Clear,Passed,77,Paid
C60042,44,Norway,Spain,Married,1,Bachelor,Nurse,24,Job Offer,Medium,IELTS 7.5,Tourism,Long-term,Clean,UK,Visitor,0,Pending,Passed,70,Paid
C91806,60,Kenya,Kenya,Single,0,Bachelor,Engineer,29,Family Sponsor,Medium,TOEFL 83,Tourism,Long-term,Clean,UK,Visitor,0,Clear,Passed,79,Paid
C86194,49,Egypt,Switzerland,Single,3,Master,Farmer,8,University Admission,High,TOEFL 68,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,73,Pending
C67740,49,Chile,Malaysia,Married,4,High School,Engineer,16,None,Medium,TOEFL 90,Work,Long-term,Previous Visa,US,Work,1,Clear,Passed,92,Paid
C06568,49,Switzerland,South Korea,Married,0,High School,Doctor,10,University Admission,Low,None,Study,Long-term,Rejected,UK,Student,0,Clear,Passed,79,Paid
C37908,46,Paraguay,Poland,Single,1,High School,Doctor,30,Job Offer,Medium,IELTS 6.0,Study,Long-term,Previous Visa,UK,Student,3,Clear,Passed,88,Paid
C58604,32,South Korea,Peru,Single,3,Bachelor,Developer,10,University Admission,Low,IELTS 7.5,Tourism,Long-term,Previous Visa,UK,Visitor,1,Clear,Passed,65,Paid
C32721,36,Portugal,Singapore,Married,4,PhD,Technician,16,Family Sponsor,High,IELTS 7.0,Work,Short-term,Clean,Germany,Work,0,Clear,Passed,98,Paid
C44252,44,Egypt,Algeria,Single,2,Bachelor,Doctor,37,Job Offer,High,TOEFL 71,Work,Short-term,Previous Visa,US,Work,0,Clear,Passed,70,Paid
C19258,37,Bangladesh,Colombia,Single,4,Master,Developer,6,Job Offer,Medium,IELTS 8.5,Work,Short-term,Clean,Australia,Work,0,Clear,Passed,80,Paid
A04400,59,UAE,Chile,Single,-1,Master,Student,20,Family Sponsor,Low,IELTS 8.0,Work,Permanent,Previous Visa,Germany,Work,0,Clear,Passed,78,Paid
C75125,62,Greece,Honduras,Single,3,Bachelor,Sales,36,Family Sponsor,Low,TOEFL 111,Study,Long-term,Clean,US,Student,2,Clear,Passed,89,Paid
C85833,52,Vietnam,Denmark,Divorced,3,High School,Designer,25,None,High,None,Family,Short-term,Clean,UK,Family,0,Clear,Pending,79,Paid
C36667,18,India,Malaysia,Married,2,Bachelor,Designer,17,Family Sponsor,High,None,Work,Short-term,Clean,Germany,Work,1,Clear,Passed,93,Paid
C49380,58,Japan,South Africa,Married,4,High School,Technician,9,Job Offer,Low,None,Work,Long-term,Clean,Australia,Work,0,Clear,Passed,76,Paid
C14159,55,Indonesia,Denmark,Single,5,High School,Engineer,1,Family Sponsor,Medium,TOEFL 94,Study,Long-term,Clean,UK,Student,0,Clear,Passed,71,Paid
C26419,61,Spain,Kenya,Single,5,High School,Nurse,19,None,Low,TOEFL 109,Work,Short-term,Previous Visa,Germany,Work,0,Clear,Passed,81,Paid
C42773,45,Switzerland,Turkey,Single,5,Bachelor,Designer,36,Family Sponsor,Low,None,PR,Permanent,Clean,UK,PR,1,Clear,Passed,72,Paid
C105819,65,Pakistan,Sri Lanka,Single,4,Bachelor,Chef,11,Job Offer,High,IELTS 7.0,Tourism,Short-term,Previous Visa,US,Visitor,0,Clear,Pending,61,Paid
C59029,18,Thailand,Spain,Single,1,High School,Accountant,35,Family Sponsor,Medium,TOEFL 66,Special,Long-term,Clean,Australia,Special,0,Clear,Passed,77,Paid
C02657,25,UAE,Philippines,Single,3,High School,Technician,7,Job Offer,Low,TOEFL 61,Study,Long-term,Clean,US,Student,0,Clear,Passed,90,Pending
C88167,40,New Zealand,France,Single,0,Bachelor,Accountant,14,None,Medium,IELTS 7.5,Tourism,Long-term,Clean,Canada,Visitor,0,Clear,Passed,97,Paid
C99727,20,Guatemala,Ireland,Single,5,Bachelor,Analyst,3,Family Sponsor,Low,TOEFL 110,Work,Long-term,Clean,Germany,Work,0,Clear,Passed,86,Paid
C85406,20,Poland,Germany,Divorced,5,PhD,Artist,15,Job Offer,Medium,TOEFL 110,Tourism,Long-term,Clean,UK,Visitor,1,Clear,Passed,91,Paid
C20741,44,Egypt,Algeria,Married,1,Bachelor,Manager,6,Job Offer,Medium,None,Work,Short-term,Clean,UK,Work,0,Clear,Passed,76,Paid
C82130,62,Nigeria,Indonesia,Single,3,High School,Nurse,20,None,Medium,TOEFL 102,Work,Short-term,Clean,Australia,Work,0,Clear,Passed,100,Paid
C05615,19,Italy,New Zealand,Widowed,2,High School,Designer,10,None,Low,IELTS 5.0,Tourism,Short-term,Clean,Canada,Visitor,0,Clear,Passed,94,Paid
C29286,39,UAE,South Korea,Single,4,PhD,Designer,24,Family Sponsor,Medium,TOEFL 66,Study,Short-term,Clean,US,Student,0,Clear,Pending,74,Paid
C05752,19,Thailand,Tunisia,Married,4,High School,Doctor,13,None,High,IELTS 5.5,Special,Long-term,Clean,UK,Special,1,Clear,Passed,79,Paid
C51077,48,UK,Germany,Married,2,High School,Analyst,33,Job Offer,Low,TOEFL 76,Tourism,Long-term,Previous Visa,Canada,Visitor,1,Minor Offense,Passed,73,Paid
C48005,30,Malaysia,Colombia,Single,3,High School,Nurse,20,None,Medium,None,Work,Long-term,Previous Visa,Australia,Work,1,Clear,Passed,92,Paid
C48730,41,Singapore,Norway,Single,1,Bachelor,Developer,21,None,Medium,IELTS 7.0,Work,Long-term,Clean,Canada,Work,1,Clear,Passed,96,Paid
C27566,20,Algeria,Netherlands,Single,4,Master,Driver,8,University Admission,Medium,None,Family,Long-term,Clean,Australia,Family,0,Clear,Passed,63,Paid
C21073,59,Mexico,Morocco,Single,5,High School,Manager,0,None,Medium,IELTS 8.0,Work,Long-term,Clean,Germany,Work,3,Clear,Passed,84,Paid
A07715,-5,Austria,,Widowed,2,High School,Accountant,unknown,University Admission,Low,IELTS 5.0,PR,Permanent,Clean,Canada,PR,0,Clear,Passed,74,Pending
C14858,35,Oman,Malaysia,Single,4,Bachelor,Student,17,Family Sponsor,Medium,TOEFL 94,Family,Short-term,Clean,Canada,Family,1,Clear,Passed,97,Paid
C89221,22,Switzerland,Colombia,Single,4,Bachelor,Nurse,0,University Admission,Medium,TOEFL 90,Special,Long-term,Clean,US,Special,0,Clear,Passed,66,Paid
C06713,41,Canada,Japan,Married,3,High School,Accountant,8,Job Offer,Medium,IELTS 6.5,Study,Short-term,Clean,US,Student,0,Clear,Passed,60,Paid
C24314,38,Ireland,Portugal,Single,5,High School,Technician,10,None,Medium,TOEFL 88,Work,Long-term,Clean,Germany,Work,0,Clear,Passed,92,Paid
C86572,27,Austria,Venezuela,Married,4,Bachelor,Nurse,32,None,Medium,TOEFL 110,Work,Long-term,Previous Visa,UK,Work,0,Clear,Passed,62,Paid
C79604,64,Peru,China,Divorced,5,Master,Farmer,36,University Admission,Low,IELTS 7.0,Tourism,Long-term,Clean,Australia,Visitor,0,Clear,Passed,90,Paid
A06875,27,,Spain,Single,5,High School,Analyst,38,Family Sponsor,Low,,Family,Long-term,Clean,Australia,,0,Clear,Passed,100,Paid
C44451,56,Mexico,Colombia,Single,0,Bachelor,Student,4,University Admission,Medium,TOEFL 81,PR,Permanent,Clean,Germany,PR,0,Clear,Passed,87,Paid
C73289,53,Singapore,Switzerland,Single,5,High School,Developer,10,University Admission,Medium,IELTS 5.0,Work,Long-term,Previous Visa,Australia,Work,1,Clear,Passed,65,Paid
C39047,36,Qatar,South Korea,Married,1,High School,Artist,22,University Admission,Medium,None,Work,Long-term,Previous Visa,US,Work,0,Clear,Passed,64,Paid
C02577,50,Portugal,UK,Married,1,Bachelor,Chef,10,Job Offer,High,IELTS 7.0,Work,Long-term,Previous Visa,Canada,Work,0,Clear,Passed,92,Paid
C44363,64,Egypt,Nepal,Single,0,Bachelor,Technician,7,Job Offer,High,IELTS 7.5,Work,Short-term,Clean,US,Work,1,Clear,Passed,64,Pending
C96381,23,Italy,Kuwait,Single,1,Bachelor,Nurse,16,None,Low,IELTS 8.0,Tourism,Long-term,Clean,Germany,Visitor,0,Clear,Passed,61,Paid
C97581,62,New Zealand,Venezuela,Married,3,High School,Doctor,28,None,Medium,IELTS 7.0,Work,Long-term,Clean,US,Work,0,Clear,Failed,95,Paid
C00293,52,France,Vietnam,Single,4,Bachelor,Engineer,31,University Admission,High,IELTS 8.0,Tourism,Long-term,Clean,Canada,Visitor,3,Pending,Passed,99,Paid
C100965,52,UK,Malaysia,Married,0,Bachelor,Chef,7,None,Low,TOEFL 111,Work,Long-term,Clean,Australia,Work,0,Clear,Passed,85,Paid
C106064,45,Tunisia,Oman,Single,0,Master,Accountant,17,Job Offer,High,TOEFL 106,Work,Short-term,Rejected,UK,Work,0,Clear,Passed,99,Paid
C16742,53,Egypt,Nigeria,Single,1,Bachelor,Artist,10,Job Offer,Low,None,Work,Long-term,Clean,Germany,Work,0,Clear,Passed,95,Paid
C88165,62,Norway,Algeria,Divorced,4,Bachelor,Teacher,37,Job Offer,High,IELTS 5.0,PR,Permanent,Clean,US,PR,1,Clear,Passed,71,Paid
C75907,32,Italy,Algeria,Single,2,Bachelor,Nurse,35,None,High,IELTS 6.5,Family,Short-term,Clean,Germany,Family,0,Clear,Passed,73,Paid
A02681,20,Sweden,Atlantis,Divorced,5,High School,Driver,19,Job Offer,High,IELTS -1.0,Tourism,Short-term,Rejected,Germany,Visitor,0,Minor Offense,Passed,99,Paid
A07447,35,Indonesia,Netherlands,Married,4,High School,Teacher,25,Job Offer,Medium,TOEFL 108,PR,Permanent,Clean,Canada,,0,Clear,Passed,94,Paid
C05372,48,Sweden,Germany,Single,2,Bachelor,Farmer,31,Family Sponsor,Medium,TOEFL 87,PR,Permanent,Clean,UK,PR,0,Clear,Passed,94,Paid
C98664,40,Portugal,Honduras,Married,5,Master,Sales,2,Family Sponsor,Medium,TOEFL 95,Special,Short-term,Clean,US,Special,0,Clear,Pending,89,Pending
C87761,63,Thailand,Belgium,Single,2,PhD,Accountant,40,None,Medium,IELTS 6.0,Tourism,Short-term,Clean,Canada,Visitor,0,Clear,Passed,68,Paid
C06987,54,Venezuela,Finland,Single,0,Bachelor,Designer,10,Family Sponsor,Low,TOEFL 80,Study,Short-term,Clean,UK,Student,0,Minor Offense,Pending,81,Paid
C86091,18,South Korea,Peru,Single,4,Master,Farmer,6,University Admission,High,IELTS 7.5,Work,Long-term,Clean,US,Work,0,Clear,Passed,77,Paid
C89291,58,Vietnam,Thailand,Married,4,High School,Sales,28,Job Offer,Medium,TOEFL 108,Tourism,Long-term,Previous Visa,Germany,Visitor,1,Clear,Passed,98,Paid
C99399,57,Australia,Australia,Single,3,Master,Driver,24,University Admission,Medium,TOEFL 73,Work,Long-term,Previous Visa,US,Work,0,Clear,Passed,76,Paid
C98286,25,Qatar,Indonesia,Single,4,Bachelor,Nurse,16,None,Medium,TOEFL 79,Work,Long-term,Previous Visa,Germany,Work,0,Clear,Passed,73,Paid
C10105,39,France,Sweden,Single,5,High School,Driver,29,Family Sponsor,Medium,TOEFL 60,Special,Long-term,Clean,US,Special,0,Clear,Passed,74,Paid
C41308,26,Nigeria,Belgium,Single,0,Master,Manager,21,Family Sponsor,Medium,IELTS 8.5,Family,Short-term,Previous Visa,UK,Family,0,Clear,Failed,62,Paid
C48253,54,Guatemala,Nepal,Single,5,Bachelor,Chef,39,None,Low,TOEFL 96,Work,Short-term,Rejected,Germany,Work,0,Clear,Passed,60,Paid
C58020,49,Argentina,Brazil,Single,4,High School,Driver,15,Family Sponsor,Medium,IELTS 6.0,Work,Long-term,Clean,Australia,Work,0,Clear,Passed,99,Paid
A04569,22,Sri Lanka,Atlantis,Single,2,High School,Accountant,26,Job Offer,High,,Study,Long-term,Previous Visa,Canada,Student,0,Clear,Passed,71,Paid
A05780,-5,Qatar,Ethiopia,Married,5,Bachelor,Sales,,Job Offer,Low,TOEFL 107,Special,Long-term,Rejected,Germany,Special,0,Clear,Passed,97,Pending
C56168,29,Germany,Honduras,Single,0,Master,Teacher,21,None,Medium,IELTS 7.0,PR,Permanent,Clean,Australia,PR,1,Clear,Passed,68,Waived
C24657,27,Italy,Algeria,Single,1,Bachelor,Farmer,4,University Admission,Low,None,Work,Long-term,Clean,Germany,Work,0,Clear,Passed,100,Paid
